Date,ANTPAL,EPTFUS,EUMUND,LASBLO,LASCIN,LASNOC,LASXAN,MYOCAL,MYOYUM,NYCFEM,PARHES,TADBRA,NOID,Total detections,Species,ANTPAL_se,EPTFUS_se,EUMUND_se,LASBLO_se,LASCIN_se,LASNOC_se,LASXAN_se,MYOCAL_se,MYOYUM_se,NYCFEM_se,PARHES_se,TADBRA_se,NOID_se,Total detections_se,Species_se
2020-12-27,0.2,125.2,0.2,0.4,60.6,145.8,0.4,0.0,0.6,0.2,0.8,520.6,375.8,1230.8,6.0,0.2,58.760020422052264,0.2,0.24494897427831783,16.351146748775758,13.013070352534024,0.24494897427831783,0.0,0.6,0.19999999999999998,0.58309518948453,85.85837175255537,33.558009476129534,123.27911420836865,0.6324555320336759
2021-01-03,0.14285714285714285,23.571428571428573,0.2857142857142857,0.42857142857142855,57.714285714285715,46.57142857142857,0.0,0.0,2.857142857142857,0.14285714285714285,0.2857142857142857,302.7142857142857,175.42857142857142,610.1428571428571,5.857142857142857,0.14285714285714285,11.03858415450344,0.18442777839082938,0.2973808570665904,9.169603734789264,12.21992351089993,0.0,0.0,1.3527497820325516,0.14285714285714285,0.18442777839082938,45.88324431471185,25.264182384645377,89.5460585321289,0.34006802040680234
2021-01-10,0.0,55.0,0.42857142857142855,0.2857142857142857,61.142857142857146,116.0,0.0,0.14285714285714285,3.142857142857143,0.5714285714285714,0.7142857142857143,400.42857142857144,281.42857142857144,919.2857142857143,6.714285714285714,0.0,18.475208614068023,0.20203050891044214,0.18442777839082938,11.47549889241997,18.287388316229613,0.0,0.14285714285714285,0.884484553381272,0.2973808570665904,0.2857142857142857,59.7015821529432,43.54901843673081,133.6409037550352,0.4738035414793428
2021-01-17,0.0,64.57142857142857,0.42857142857142855,0.5714285714285714,55.714285714285715,161.14285714285714,0.0,0.0,2.2857142857142856,0.2857142857142857,2.4285714285714284,499.0,333.57142857142856,1120.0,6.714285714285714,0.0,19.72049591627131,0.20203050891044214,0.2973808570665904,6.042367423587599,22.704550174787776,0.0,0.0,0.7468755781599105,0.2857142857142857,0.7514158970504523,49.394428064403414,36.65661581479115,123.13097942937877,0.42056004125370694
2021-01-24,0.0,16.2,0.6,0.0,51.2,89.4,0.0,0.0,0.2,0.4,2.4,559.8,250.8,971.0,6.0,0.0,7.4525163535546834,0.24494897427831777,0.0,9.789790600416334,22.692730113408565,0.0,0.0,0.19999999999999998,0.24494897427831777,1.208304597359457,185.42772176780903,56.381202541272565,257.7799449142621,0.5477225575051661
2021-01-31,0.0,15.933333333333334,0.5333333333333333,0.06666666666666667,48.733333333333334,72.33333333333334,0.06666666666666667,0.06666666666666667,1.6666666666666665,0.33333333333333337,2.3333333333333335,450.59999999999997,214.06666666666666,806.7333333333333,6.266666666666667,0.0,7.892572528964631,0.24494897427831777,0.06666666666666667,9.56955187788481,17.747646913014137,0.06666666666666667,0.06666666666666667,0.4239265962360449,0.22996598285221184,1.1767206890949728,139.4738693268419,44.823642918045174,195.04342861047397,0.6706534180005
2021-02-07,0.0,15.666666666666666,0.4666666666666667,0.13333333333333333,46.266666666666666,55.26666666666667,0.13333333333333333,0.13333333333333333,3.1333333333333333,0.2666666666666667,2.2666666666666666,341.4,177.33333333333331,642.4666666666667,6.533333333333333,0.0,8.332628704374578,0.24494897427831777,0.13333333333333333,9.349313155353286,12.802563712619706,0.13333333333333333,0.13333333333333333,0.6478531924720898,0.21498299142610594,1.1451367808304884,93.5200168858748,33.266083294817776,132.30691230668583,0.793584278495834
2021-02-14,0.0,15.4,0.4,0.2,43.8,38.2,0.2,0.2,4.6,0.2,2.2,232.2,140.6,478.2,6.8,0.0,8.772684879784524,0.24494897427831777,0.2,9.129074432821763,7.857480512225277,0.2,0.2,0.8717797887081347,0.2,1.1135528725660042,47.566164444907685,21.708523671590385,69.57039600289767,0.916515138991168
2021-02-21,0.0,55.0,0.2857142857142857,0.42857142857142855,14.285714285714286,85.14285714285714,0.2857142857142857,0.0,4.857142857142857,0.0,1.0,230.85714285714286,162.85714285714286,555.0,6.285714285714286,0.0,18.09893445955945,0.18442777839082938,0.2973808570665904,2.0084854008536324,14.398129130167556,0.18442777839082938,0.0,1.1004019055515564,0.0,0.5345224838248488,28.128471063208206,20.876540229951633,42.80186911806539,0.18442777839082936
2021-02-28,0.0,10.571428571428571,0.42857142857142855,0.8571428571428571,8.285714285714286,68.57142857142857,0.8571428571428571,0.0,3.7142857142857144,1.0,12.571428571428571,147.85714285714286,108.14285714285714,362.85714285714283,7.714285714285714,0.0,3.624369520588196,0.20203050891044214,0.2608202654786505,3.076131504668421,13.581950808153518,0.4592214648091883,0.0,0.8650429583135689,0.4364357804719847,2.942764677234357,42.82768829103132,22.52874203516643,81.1686746318837,0.5654448612875199
2021-03-07,0.0,22.428571428571427,0.2857142857142857,1.1428571428571428,23.0,158.42857142857142,0.2857142857142857,0.2857142857142857,5.0,0.42857142857142855,17.142857142857142,286.7142857142857,227.14285714285714,742.2857142857143,7.714285714285714,0.0,7.558839489086186,0.18442777839082938,0.2608202654786505,4.326001122779062,46.24307265642588,0.18442777839082938,0.18442777839082938,0.8997354108424374,0.2973808570665904,4.615855548972432,56.13492007387807,45.53566293181044,147.84575525505886,0.6060915267313265
2021-03-14,0.14285714285714285,12.857142857142858,0.42857142857142855,1.2857142857142858,27.714285714285715,73.14285714285714,0.14285714285714285,0.8571428571428571,18.571428571428573,1.0,14.714285714285714,148.85714285714286,133.14285714285714,433.14285714285717,8.571428571428571,0.14285714285714285,4.527316936051173,0.20203050891044214,0.2857142857142857,5.523604265480344,33.27764054953742,0.14285714285714285,0.3400680204068024,6.278675712877916,0.3086066999241838,12.571158005746415,64.56684560221606,49.796456448525845,156.32405727959383,0.3688555567816587
2021-03-21,0.0,31.75,0.25,1.25,25.25,118.5,0.0,0.25,4.75,0.25,31.75,317.75,220.5,752.25,7.25,0.0,27.454128408431888,0.25,0.47871355387816905,7.295832143536929,57.7213132213743,0.0,0.25,2.4281337140555777,0.25,20.356714698922648,53.77480048002658,79.88794235260622,211.89280898605313,0.47871355387816905
2021-03-28,0.0,17.0,0.6666666666666666,0.8333333333333334,33.0,224.66666666666666,0.0,0.0,3.8333333333333335,1.3333333333333333,26.333333333333332,575.5,348.6666666666667,1231.8333333333333,7.166666666666667,0.0,5.64505683467108,0.33333333333333337,0.47726070210921184,6.757711644237765,67.05404122381024,0.0,0.0,0.47726070210921184,0.7149203529842406,14.509001037670068,117.81588744024864,71.3286602830712,252.51104486294813,0.40138648595974313
2021-04-04,0.25,113.75,0.0,2.5,15.5,222.5,11.5,0.5,7.25,1.0,40.75,1323.75,466.75,2206.25,9.5,0.25,33.28757275621039,0.0,0.6454972243679028,11.90588089979066,73.91492857783648,6.739188873051909,0.28867513459481287,0.9464847243000456,0.408248290463863,17.24033545690648,200.82221615150053,62.479830078727545,62.510499118148125,0.5
2021-04-11,0.125,149.94642857142856,0.14285714285714285,3.178571428571429,38.39285714285714,272.3928571428571,6.178571428571429,0.3214285714285714,12.625,0.7857142857142857,30.660714285714285,1043.732142857143,537.5892857142858,2096.1964285714284,8.821428571428571,0.125,34.167725301022884,0.09221388919541469,1.6917444704187181,11.44504981753564,57.5757970599864,3.5396284467293557,0.21576613872597786,2.2694022871540507,0.35281457376522674,14.850715689199266,129.9054001558481,46.049362290735324,77.37923213546792,0.5667651118011922
2021-04-18,0.0,186.14285714285714,0.2857142857142857,3.857142857142857,61.285714285714285,322.2857142857143,0.8571428571428571,0.14285714285714285,18.0,0.5714285714285714,20.571428571428573,763.7142857142857,608.4285714285714,1986.142857142857,8.142857142857142,0.0,35.04787784583538,0.18442777839082938,2.7379917164695335,10.98421873528062,41.23666554213632,0.3400680204068024,0.14285714285714285,3.5923198500080558,0.2973808570665904,12.461095921492051,58.988584160195686,29.618894502743107,92.24796515278771,0.6335302236023843
2021-04-25,0.0,135.14285714285714,0.14285714285714285,7.142857142857143,63.285714285714285,270.2857142857143,0.14285714285714285,1.5714285714285714,24.714285714285715,0.8571428571428571,50.285714285714285,535.5714285714286,581.8571428571429,1671.0,8.428571428571429,0.0,40.9892137794628,0.14285714285714285,2.086562123829204,10.41225076467113,40.96962538371119,0.14285714285714285,0.8123201004396182,5.357301584950099,0.34006802040680234,12.320548622823049,49.81626103939935,41.81445897762922,113.32885145199596,0.29738085706659034
2021-05-02,0.0,65.57142857142857,1.7142857142857142,8.428571428571429,88.42857142857143,169.28571428571428,1.5714285714285714,2.5714285714285716,33.714285714285715,0.0,43.714285714285715,703.4285714285714,502.0,1620.5714285714287,9.0,0.0,13.785529236359794,0.521640530957301,2.5528428864152777,10.767802850688367,37.293376333704984,1.4118063886070087,0.7190318509781666,5.4235565809157515,0.0,10.473809253185244,85.73321219614594,51.18779616461795,153.80737135453944,0.30860669992418366
2021-05-09,0.5714285714285714,128.71428571428572,0.2857142857142857,6.0,77.0,276.14285714285717,0.14285714285714285,1.5714285714285714,23.0,0.0,15.142857142857142,885.7142857142857,693.8571428571429,2108.1428571428573,8.571428571428571,0.20203050891044214,25.153542101901056,0.18442777839082938,1.759328876372492,9.133924207511877,11.350327394960422,0.14285714285714285,0.7190318509781666,5.639993245521116,0.0,5.820442510703818,61.47152429637424,8.514493445851947,39.45970130666073,0.4809288065886703
2021-05-16,0.42857142857142855,160.14285714285714,0.42857142857142855,4.0,51.285714285714285,324.7142857142857,0.2857142857142857,0.8571428571428571,19.571428571428573,0.14285714285714285,31.428571428571427,914.2857142857143,661.0,2169.0,8.857142857142858,0.20203050891044214,15.263446174296494,0.2973808570665904,0.9258200997725513,3.796704621957647,27.941021460786082,0.2857142857142857,0.40406101782088427,5.489631537887466,0.14285714285714285,11.517806386008502,36.830185786037156,9.375753937938104,28.72944399707297,0.4040610178208842
2021-05-23,0.0,122.5,0.75,7.5,101.5,295.75,0.25,3.25,36.75,0.0,26.75,770.25,707.75,2073.0,8.5,0.0,51.491908749498364,0.47871355387816905,1.3228756555322954,17.476174257161283,38.38266752932457,0.25,2.286737122335374,19.11096979921916,0.0,10.546523913909581,136.52495193187215,33.5841604530072,73.02396866782851,0.6454972243679028
